,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
2554,OPTIDX,NIFTY,27-Aug-2020,11300.0,PE,215.55,223.1,179.0,192.05,192.05,30526,263130.83,639450,191625,10-AUG-2020,
