,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
2463,OPTIDX,NIFTY,27-Aug-2020,11600.0,CE,71.8,81.2,58.35,67.3,67.3,20059,175603.6,751350,80325,10-AUG-2020,
