,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
830,OPTIDX,BANKNIFTY,27-Aug-2020,22500.0,CE,351.65,452.1,330.0,387.1,387.1,16251,93036.06,296200,23075,10-AUG-2020,
