,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
900,OPTIDX,BANKNIFTY,27-Aug-2020,19500.0,PE,58.05,58.05,42.55,45.8,45.8,6376,31159.36,132550,32300,10-AUG-2020,
